district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
faizabad,32.205181,9.8157988,7.3242321,56.763279,166.91942,19.348164,5631.465663,7.2082801,61.452206,89.461311,86.228455,1.911647,103.1481107,28.655611,6.7697148,31.633488,122.28864,13.604465,-31761.78036,6.7881103,0.7310217,64.004646,17.887474,39.019848,0.60299528,1252.848629,50.441463,1.3086517,7.0014248,28.925621,16.476315,6.9981952,-28917.348,1355.9967,3.0460839,44.630775,uttar pradesh,36.952881,28.655645,1.7656596,8.7481833,79.011658,2.6395383,-111102.107,14.00248,85.99752,6.8689446,65.966782,32.051521,1.9816929,52.50843,15.358871,69.775993,21.645945,32.566963,12.066569,1597.462771,32.205181,9.8157988,7.3242321,93.349487,19.348164,5631.4658,7.2082801,61.452206,61.452206,95.201645,89.461311,86.228455,72.54921,8.010026,3.9098427,4.6926794,2.500571,3.1858451,14.759161,6.9153643,19.226612,67.840584,67.831375,1.5656729,17.449492,35.087242,20.251106,10.7637,17.757872,2.4470589,103.1481107
ambedkar nagar,30.56431,9.1991301,9.1457224,49.304821,155.12827,14.067086,-491977.2369,6.4408498,49.195663,86.670692,83.508148,1.8154049,82.07492498,28.321859,7.8594351,26.501694,137.10478,14.177625,-39110.86663,7.6749711,0.7040621,62.739445,15.94908,38.65984,0.48137882,1337.30848,48.010853,1.3340261,7.936902,28.451529,14.122355,7.0579104,-65297.57,1419.3834,1.339695,18.023483,uttar pradesh,39.018898,28.786942,1.8396456,9.1095886,81.277687,2.2265944,-405439.2177,12.11037,87.889633,6.502625,60.110126,37.659439,2.2304332,47.651794,6.8195181,70.754753,22.7665,32.848392,22.629524,1343.322233,30.56431,9.1991301,9.1457224,83.803871,14.067086,-491977.25,6.4408498,49.195663,49.195663,97.423225,86.670692,83.508148,77.04567,13.222896,15.098028,23.751839,3.8724799,6.7294812,21.951313,39.187222,52.713631,30.861763,21.223682,0.78396535,8.0686674,27.03026,12.247128,7.7592626,14.483595,4.7323241,82.07492498
bahraich,31.510847,5.1301737,38.901833,37.477993,86.292206,6.3627558,-679468.4091,5.6788473,61.60664,83.67733,82.201065,1.7169247,102.0631777,28.648886,3.393338,59.484493,63.966221,10.011679,-85874.36661,6.6707096,1.0103841,77.223259,30.441729,26.521772,0.37005648,1615.996107,57.155556,1.3468682,3.4965165,28.818903,8.1872177,6.1747785,-121137.47,1718.0593,1.7368357,22.325985,uttar pradesh,44.111195,28.079517,0.74436998,3.4995291,41.778217,1.8175851,-775185.4554,8.4319811,91.568016,6.5553541,73.417953,23.745762,2.8362849,39.566135,8.7546015,74.973389,22.386276,23.487122,15.792406,1937.826522,31.510847,5.1301737,38.901833,53.279297,6.3627558,-679468.44,5.6788473,61.60664,61.60664,98.872932,83.67733,82.201065,59.902328,37.160488,45.319954,58.995609,12.61492,36.209221,41.110146,63.454689,82.486816,59.264095,49.808632,5.9474859,13.546189,53.836227,18.923347,9.881916,19.252253,9.5116663,102.0631777
shrawasti,31.964752,6.5128102,30.415911,39.641563,129.40897,6.9202294,-509263.3404,5.705008,74.422112,89.284218,81.725128,1.7992563,37.40222579,28.646494,2.708951,64.976105,65.570648,5.0061831,-100124.9332,6.8242035,1.0503364,77.942467,33.612869,29.835644,0.24969769,520.3663628,59.448574,1.5495586,2.964026,28.869005,5.9632063,6.2646055,-127560.48,557.76862,3.8038592,63.838318,uttar pradesh,35.824539,29.062416,0.78399336,3.6856098,42.947189,1.8774148,-689412.1537,4.4498277,95.550171,6.1630979,79.70282,18.212996,2.084187,53.459679,12.551519,76.50737,22.629454,20.80003,14.12777,678.752185,31.964752,6.5128102,30.415911,70.802177,6.9202294,-509263.34,5.705008,74.422112,74.422112,97.129044,89.284218,81.725128,74.915405,42.286667,33.286888,47.410576,13.86849,26.460705,42.362656,52.032177,70.479736,67.190216,59.897827,4.8558688,13.217839,30.409304,12.159605,7.0361128,41.854599,4.6087937,37.40222579
balrampur,31.813782,6.9359326,24.914465,43.340435,122.57414,11.477344,-474530.6863,6.2487378,61.381851,87.503685,82.036247,1.8807585,58.45591161,28.048923,3.2200603,58.745998,87.18631,9.1349106,-65995.85269,7.9690819,1.0897204,71.747696,23.763027,36.097294,0.39477915,1088.246807,51.406391,1.4859793,3.4094858,28.240847,10.306128,7.1089096,-86821.891,1146.7028,3.7158723,35.387833,uttar pradesh,31.384251,28.482195,0.86278468,4.0076656,48.927071,2.1083922,-515881.116,8.6930723,91.306923,6.3955774,71.147675,26.50243,2.3498974,56.119434,9.2696085,73.431625,19.324417,25.33148,14.84225,1124.468596,31.813782,6.9359326,24.914465,71.015976,11.477344,-474530.69,6.2487378,61.381851,61.381851,95.553421,87.503685,82.036247,68.464363,27.340559,27.916998,45.863487,16.846773,24.188887,35.0704,62.097485,76.665283,60.052933,56.681316,7.0758624,11.597455,48.656864,10.603468,5.9627247,29.601589,9.982851,58.45591161
balrampur,31.813782,6.9359326,24.914465,43.340435,122.57414,11.477344,-474530.6863,6.2487378,61.381851,87.503685,82.036247,1.8807585,58.45591161,28.048923,3.2200603,58.745998,87.18631,9.1349106,-65995.85269,7.9690819,1.0897204,71.747696,23.763027,36.097294,0.39477915,1088.246807,51.406391,1.4859793,3.4094858,28.240847,10.306128,7.1089096,-86821.891,1146.7028,3.7158723,35.387833,chhattisgarh,46.232769,29.418598,1.3564743,6.5623808,69.948257,1.6226681,-945532.0379,6.3328056,93.667198,5.4152155,71.728935,24.048141,4.2229185,30.585316,12.112878,82.067833,23.543501,15.294025,35.797176,482.3793676,32.2966,7.9527617,17.577843,77.074089,6.1276889,-885885.0,4.9722157,69.659332,69.659332,100.0,76.818085,73.108627,64.310562,8.4005022,11.761449,12.02916,7.6185317,6.9347749,14.897132,20.111258,28.824457,52.416248,46.21212,3.1431687,0.0,24.518915,38.603886,22.282993,12.539681,12.537914,28.33303219
gonda,29.735903,7.3018742,20.847221,49.620209,139.47566,6.9403439,-170528.6775,5.4598389,61.784546,87.339638,85.821381,1.8593607,97.56641674,28.680248,4.5061421,49.390324,90.976868,7.0125012,-59969.02402,7.6385231,1.045276,72.288551,23.771793,34.310097,0.48218629,1687.534635,53.029541,1.3771744,4.6589456,28.737946,6.9764223,6.549181,-66011.766,1785.1011,2.795732,48.498795,uttar pradesh,34.882179,28.342808,1.2627873,6.1130929,64.351448,2.4046359,-262483.7168,7.4042716,92.595726,6.3017354,66.673569,30.922928,2.4034991,52.457458,4.8919482,73.749329,25.13493,25.44935,20.355217,1899.221265,29.735903,7.3018742,20.847221,75.151001,6.9403439,-170528.67,5.4598389,61.784546,61.784546,98.963417,87.339638,85.821381,77.791946,51.985413,48.453411,50.020432,20.369883,32.442646,39.525188,48.78458,76.155472,70.486053,62.584202,9.5916338,11.602648,45.11948,13.02005,5.3070011,45.238586,6.3161006,97.56641674
siddharthnagar,32.685963,6.1353192,29.808697,47.955742,130.31085,15.263627,-230947.425,6.5869288,66.366776,92.267517,76.464851,1.8039207,60.01845831,28.160717,4.3706989,47.159214,87.168907,6.5756345,-43841.09397,8.0734034,1.1768593,70.223083,25.524235,42.755276,0.4651216,1193.861469,49.512241,1.3387991,4.4551644,28.377323,10.919631,7.3301659,-52797.16,1253.8799,1.7646203,43.141945,uttar pradesh,30.626133,28.345289,0.92726386,4.3156323,52.918518,2.3192425,-318742.7998,8.5605001,91.439499,6.9250298,69.306786,28.92701,1.7662051,61.641384,12.158217,70.427704,18.928125,30.376249,27.167967,1467.97971,32.685963,6.1353192,29.808697,72.711723,15.263627,-230947.42,6.5869288,66.366776,66.366776,100.0,92.267517,76.464851,57.689106,26.070246,33.928387,42.078667,11.483875,24.56558,24.119257,54.585224,68.339417,60.033787,54.137115,4.7397451,6.2990689,25.763556,6.4500341,3.2570415,40.64333,10.076741,60.01845831
basti,31.369312,8.8606462,16.924419,56.811897,147.99232,11.294394,14122.61657,5.9115629,59.848076,91.255455,91.8209,2.107476,71.16535345,28.390577,5.9221869,38.850456,114.59612,7.4779086,-39224.07363,6.9428034,0.86705643,67.882256,20.88073,40.186367,0.51553375,1312.683508,51.069088,1.5919423,6.0732989,28.54376,9.3861513,6.4271832,-36480.684,1383.8489,2.9384594,33.39621,uttar pradesh,36.713074,28.917805,1.4072829,7.0187235,67.888245,2.5528598,-145379.9319,5.838325,94.161674,6.1452184,66.099937,31.259983,2.6400814,54.542381,10.016735,78.886429,23.160961,19.418791,11.495389,1454.902394,31.369312,8.8606462,16.924419,81.531052,11.294394,14122.616,5.9115629,59.848076,59.848076,98.820511,91.255455,91.8209,74.315445,35.314255,35.978127,41.9277,13.842855,29.653898,40.117832,51.534126,58.566593,58.65237,60.741234,3.2919078,9.1592083,34.735336,7.4889407,3.6106277,44.661545,9.270854,71.16535345
sant kabir nagar,30.335318,8.6990538,11.933755,56.25465,150.04398,10.994672,-238667.7273,6.3689499,63.79224,93.682144,92.057991,1.9451752,43.06199464,28.062635,5.4614706,41.719456,105.63885,8.2650337,-46495.26191,7.3054671,0.8627398,65.06868,20.320778,49.544468,0.47966269,922.1788211,44.137676,1.4655125,5.6059079,28.164026,9.6298523,6.8372087,-55068.594,965.24084,3.2375832,44.405128,uttar pradesh,39.148991,28.412926,1.2861797,6.2901502,64.705887,2.3335495,-302577.461,10.964462,89.035538,5.8865128,66.017113,31.265427,2.7174597,54.533154,8.2371273,80.046204,25.603313,19.229656,14.343117,919.1861684,30.335318,8.6990538,11.933755,82.005623,10.994672,-238667.73,6.3689499,63.79224,63.79224,95.158401,93.682144,92.057991,64.709801,35.743462,29.432827,41.56374,11.083058,25.957426,45.332989,45.969711,69.423035,52.296291,48.566658,2.1572573,4.8446918,35.105122,24.034443,18.633495,19.548153,3.4932859,43.06199464
mahrajganj,29.021547,8.6298475,8.7918501,66.523178,162.95605,4.7061944,-121112.8239,6.163919,59.997749,91.800034,90.853752,1.9917836,72.17857617,28.608515,4.4111285,49.178764,95.981125,7.2776237,-42411.85987,6.9815454,0.94952184,71.531555,19.858017,46.360054,0.53511786,1570.326775,45.43998,1.4566658,4.5965166,28.626665,5.991909,6.572732,-45870.309,1642.5054,4.218719,66.97493,uttar pradesh,34.841339,28.661957,1.3078235,6.353622,65.554535,2.5485444,-151232.9843,6.1676641,93.832336,6.3830509,70.759109,27.360777,1.8801192,56.958694,8.4464359,79.060562,22.117498,19.384769,15.164745,1615.65497,29.021547,8.6298475,8.7918501,88.659874,4.7061944,-121112.82,6.163919,59.997749,59.997749,98.310486,91.800034,90.853752,67.871773,13.594569,13.360617,13.054307,3.2355349,7.3480487,28.663931,37.368763,48.651745,47.858082,43.041637,2.6430628,2.1509099,42.303493,30.21549,15.448837,20.374723,8.7239895,72.17857617
gorakhpur,30.659271,9.3496447,7.6270623,44.443874,159.80919,26.018879,106071.1419,6.4908805,51.019772,92.413246,84.479233,2.0053856,151.2542502,28.448254,7.0943608,28.780682,126.97951,21.613041,-1302.965133,6.6420922,0.76526481,67.097122,18.812754,48.67765,0.72153515,2291.123019,43.735596,1.2838504,7.2340283,28.58518,23.81596,6.5664864,5346.6177,2442.3772,2.2552838,32.829681,uttar pradesh,30.496143,28.952061,1.4970658,7.3852334,72.20005,2.8023686,14550.15029,23.224831,76.775169,6.4038434,65.823318,32.003845,2.1728354,61.917103,16.224804,76.047218,20.534195,23.843197,36.556416,2835.266149,30.659271,9.3496447,7.6270623,85.133179,26.018879,106071.14,6.4908805,51.019772,51.019772,94.60894,92.413246,84.479233,59.877716,11.468136,9.4156446,15.095496,6.5620041,3.2930474,8.5818501,23.323402,27.344179,32.760273,26.288424,1.4000716,1.9262507,25.958729,20.015209,10.979853,10.516035,6.9559269,151.2542502
kushinagar,30.582039,9.8055687,9.3001108,57.128494,168.87781,11.045731,176766.9342,7.2251663,58.649784,94.291588,96.047279,2.2024944,106.6033053,28.635426,5.4128451,40.46769,107.95859,6.6694841,-41382.09317,7.1540322,0.8350181,67.889656,22.268951,41.68111,0.48829278,2038.500797,52.610477,1.7142016,5.6311464,28.732164,8.8576069,7.189599,-30540.938,2145.104,4.3927236,60.91922,uttar pradesh,32.538898,29.039875,1.3351562,6.4296069,66.756142,2.4978089,-193546.044,4.6754441,95.324554,6.7164903,69.432533,28.176292,2.3911736,61.752689,12.412594,78.487984,22.066576,20.561037,16.398483,2105.331412,30.582039,9.8055687,9.3001108,90.882553,11.045731,176766.94,7.2251663,58.649784,58.649784,100.0,94.291588,96.047279,66.873474,21.213959,19.581528,23.82477,5.9158831,12.874527,29.88562,39.880962,47.688221,54.206585,49.705677,2.3837817,2.7107687,26.735739,13.201612,5.8963256,26.240644,6.1892171,106.6033053
deoria,30.475285,10.063745,8.0805864,52.671017,170.67448,17.859133,174698.9038,6.6196575,55.160999,94.443596,90.658958,2.1499207,102.4652923,28.520151,6.9089451,33.69743,126.03306,15.757243,-22125.195,6.4215012,0.70173138,65.112846,18.734316,43.994869,0.58727068,1696.440088,50.448727,1.56265,7.0886421,28.631516,16.808187,6.5205793,-10914.134,1798.9054,3.1548004,44.641426,uttar pradesh,35.340847,29.005558,1.5854752,7.9866805,74.841957,2.8681436,54985.48299,12.294141,87.705856,6.5068955,65.62133,32.28373,2.0949442,59.102749,28.53039,74.853683,20.977097,24.559875,15.270102,1814.284055,30.475285,10.063745,8.0805864,90.559341,17.859133,174698.91,6.6196575,55.160999,55.160999,100.0,94.443596,90.658958,56.938046,23.729424,16.669134,30.497126,5.7601819,12.690647,31.353231,46.726456,57.618286,54.748886,53.369026,2.2708225,0.58893603,24.064053,9.7521601,8.3768787,30.095764,10.878072,102.4652923
azamgarh,29.244764,10.5189,5.3039856,47.878437,172.02383,6.4400225,-316116.0854,6.6643791,47.906208,85.027496,92.320992,1.9425091,148.3125219,28.262417,8.0154505,24.787622,137.74442,13.028944,-22475.56906,7.1581087,0.74167913,62.554562,17.138941,48.603359,0.65469569,2334.212285,36.424137,1.2878134,8.1650133,28.321104,9.7344837,6.9112439,-40018.422,2482.5249,2.5034494,34.279419,uttar pradesh,36.949696,28.902193,1.7619518,8.7652559,81.125343,2.5299218,-186273.5827,13.832421,86.16758,7.4066873,62.138008,36.12973,1.7322593,48.077801,9.0459003,75.272987,21.756998,24.630032,18.890863,2997.109408,29.244764,10.5189,5.3039856,89.276779,6.4400225,-316116.09,6.6643791,47.906208,47.906208,92.909691,85.027496,92.320992,55.146301,15.225734,12.72592,28.235456,3.4447367,2.1198549,27.246492,32.271759,48.004902,32.320026,31.627317,1.2352612,0.63430381,32.39912,20.202106,9.1497231,9.5864468,17.756166,148.3125219
mau,29.363194,10.585859,5.0804162,59.313965,170.03911,32.162247,53574.51669,6.8160768,49.978382,90.428947,95.213425,2.1073,84.19082126,28.541788,7.0937572,31.419235,129.50807,24.382751,-28950.08613,7.5722804,0.81823337,64.935066,16.955385,43.129669,0.58698279,1200.803797,47.299278,1.5203173,7.3225541,28.595606,28.272499,7.1941786,-23543.205,1284.9946,3.4921021,40.531036,uttar pradesh,29.034,28.601748,1.691379,8.5253448,76.068153,2.7446299,-28225.68291,29.142015,70.857986,6.6283569,60.339153,37.590569,2.0702758,61.394947,21.075239,69.641312,21.725901,28.386333,41.077446,1261.712468,29.363194,10.585859,5.0804162,89.406723,32.162247,53574.516,6.8160768,49.978382,49.978382,96.984222,90.428947,95.213425,52.522682,29.164196,26.290455,41.192486,6.7648454,27.269367,44.047947,60.367489,66.008087,32.632851,23.086205,2.5102689,4.1094847,19.687561,6.8242917,4.6988258,16.39139,2.2324009,84.19082126
ballia,29.967655,9.6176739,15.253041,50.508446,156.32457,9.7133045,-70727.4865,5.9339919,48.187912,90.028999,90.178123,2.0215864,100.4349248,28.583534,6.5777006,34.412342,124.55911,10.601224,-35623.53137,7.4763231,0.84028828,68.197487,18.924444,46.538715,0.61053246,1742.811098,43.490284,1.4110539,6.7433429,28.658953,10.157265,6.7051573,-37536.277,1843.246,3.0399733,31.765457,uttar pradesh,37.584671,29.181671,1.5766106,7.8711843,72.816032,2.6270156,-112812.213,10.410877,89.589127,6.1390018,64.82177,33.070522,2.1077096,52.444328,20.667032,72.730469,22.222097,26.491625,7.7665315,1718.649579,29.967655,9.6176739,15.253041,83.919655,9.7133045,-70727.484,5.9339919,48.187912,48.187912,100.0,90.028999,90.178123,68.752518,23.902502,17.230629,25.348917,5.434577,6.8727093,36.614616,34.149014,51.584442,38.079784,28.238344,0.75538564,1.473129,27.870777,11.736184,5.5225492,27.721388,6.8587661,100.4349248
jaunpur,31.127542,9.9385281,6.7375631,57.342434,172.76195,10.198279,-41146.86046,6.5853882,61.488838,92.155396,92.085945,2.178519,161.1078917,28.441116,6.9867539,30.961422,130.8643,7.9364271,-23926.33031,7.9616089,0.83980399,69.799385,17.330296,53.003658,0.71418905,2237.650864,39.151737,1.46433,7.1850042,28.621544,9.0673532,7.2734985,-25082.914,2398.7588,2.9517741,41.897644,uttar pradesh,26.852219,29.2586,1.6889005,8.5176373,78.545013,2.7258387,-25576.45095,9.2312222,90.768776,6.9530826,65.458664,32.642071,1.8992653,65.303177,24.934713,76.754433,21.184698,22.480232,18.98691,3038.596694,31.127542,9.9385281,6.7375631,91.536201,10.198279,-41146.859,6.5853882,61.488838,61.488838,96.391861,92.155396,92.085945,71.634621,12.898495,7.3513565,18.586945,3.3044198,10.50942,15.407997,30.098337,34.452873,58.467842,59.254093,3.0536077,10.87093,42.063637,16.553909,11.937818,40.652729,6.2018895,161.1078917
ghazipur,30.061979,10.341383,10.078588,55.375786,167.01514,11.143459,-52213.38605,6.3817668,55.681442,92.050636,87.703308,2.0598569,134.3381909,28.979849,6.9722853,34.313663,130.48148,9.2040768,-44444.97702,6.8810344,0.70220006,67.824348,19.173733,34.920589,0.58040285,1775.637033,57.130047,1.479454,7.2092509,29.05596,10.173768,6.6314006,-44991.367,1909.9752,3.3690977,36.533661,uttar pradesh,47.30378,29.308874,1.6612601,8.3110609,76.471581,2.4175034,-249711.5709,8.2682838,91.731712,6.3492117,67.448105,30.242752,2.3091447,44.746857,18.474432,72.307861,19.585014,28.292156,11.570469,2085.821037,30.061979,10.341383,10.078588,89.493759,11.143459,-52213.387,6.3817668,55.681442,55.681442,94.372673,92.050636,87.703308,69.54599,19.473732,9.6401405,16.932735,5.730855,8.756567,39.400509,25.384785,45.342331,40.970882,32.579651,3.319797,0.92067409,38.625633,13.336452,6.1893539,29.767138,6.594862,134.3381909
chandauli,30.684643,9.5185366,14.716702,47.493443,163.54895,32.500439,-34762.34936,7.1763763,59.079681,84.323265,79.999451,1.8189192,85.25969341,29.078201,6.8393383,33.363159,124.18179,16.666439,-21421.54627,7.8652277,0.94931799,74.388382,20.051073,37.199806,0.68248361,1124.814621,47.123459,1.1364355,7.02811,29.191389,24.583439,7.520802,-22361.516,1210.0743,2.6791983,39.367165,uttar pradesh,39.878338,29.425514,1.6054077,7.9729953,76.649971,2.674597,-106546.2195,23.658232,76.341774,7.0780997,71.048859,26.843267,2.1078804,44.444927,7.338695,71.260948,19.393869,28.171295,25.904852,1251.034637,30.684643,9.5185366,14.716702,85.348633,32.500439,-34762.348,7.1763763,59.079681,59.079681,98.161301,84.323265,79.999451,59.785877,7.5286093,7.9979153,19.37693,5.4162226,12.645512,28.812775,40.790226,50.393093,29.123503,23.977898,2.809087,2.0416424,28.826355,19.512144,4.7773266,10.134311,4.0766468,85.25969341
varanasi,31.934292,10.032251,7.0823774,56.383186,150.28119,41.587772,351907.002,6.493711,63.238388,84.399727,86.513756,1.9151691,159.783838,28.566839,7.6135268,26.118942,135.98917,47.815525,24300.02023,7.3087778,0.68208319,68.379181,15.528339,39.705017,0.81611371,1909.473319,44.69471,1.0990554,7.8002958,28.826866,44.701649,6.9012442,49597.168,2069.2571,2.4187245,14.292023,uttar pradesh,28.417213,29.749866,1.8017328,9.0474977,81.817848,3.3728571,401597.9166,48.048546,51.951454,6.9146481,66.277039,31.21039,2.512573,55.982513,17.264357,69.77066,22.408863,31.496208,34.051903,2396.194374,31.934292,10.032251,7.0823774,79.794807,41.587772,351907.0,6.493711,63.238388,63.238388,100.0,84.399727,86.513756,65.287148,4.7337608,5.4243784,16.245422,3.3976622,3.9401255,14.295103,38.32732,43.564873,40.729858,37.668262,2.9539394,3.2285557,28.225262,13.112172,8.2901783,20.517946,12.907704,159.783838
sant ravidas nagar (bhadohi),31.483976,9.9023647,4.6791296,57.350113,164.52185,26.373911,17856.21974,10.843595,65.109344,86.367439,89.849731,1.8946158,57.67271364,28.201469,6.3470988,34.919609,122.59155,17.413315,-22343.62301,8.5466681,1.0001963,70.94014,19.736416,42.331104,0.64713955,825.4273451,44.036335,1.2474762,6.5792828,28.41584,21.893612,9.6951313,-19718.287,883.10004,3.5552659,41.930298,uttar pradesh,34.293274,28.920235,1.5868165,7.8966517,73.712517,2.6027763,-134743.5605,19.056969,80.943031,7.9883575,70.943047,27.55299,1.5039659,52.074165,14.302336,69.208931,23.683815,33.077755,8.4248114,1105.607558,31.483976,9.9023647,4.6791296,89.630569,26.373911,17856.221,10.843595,65.109344,65.109344,97.420883,86.367439,89.849731,59.40926,9.370594,3.7277923,9.0524073,1.5400922,1.8140484,13.528852,5.6907153,26.776241,61.024181,56.514011,2.237767,5.0889525,30.989498,18.405251,3.9232347,33.077805,6.2247372,57.67271364
mirzapur,31.412176,9.7818499,8.297472,51.752617,166.69505,24.397411,-61116.5561,6.090342,63.012802,92.184647,92.579147,2.0234811,90.27428514,28.641455,6.339427,37.50948,117.35162,16.432718,-38650.47366,7.3155422,0.87379307,74.96656,21.900684,41.325905,0.69913203,1157.743192,50.858742,1.3243492,6.5884318,28.841873,20.415066,6.7029419,-40275.539,1248.0175,3.4424229,49.34343,uttar pradesh,42.583057,29.54343,1.5669782,7.7482867,74.116478,2.6385479,-130694.0186,17.331133,82.668861,6.7048669,71.054878,27.058947,1.8861756,49.601589,21.053371,71.825935,22.046009,28.662476,10.996578,1382.359054,31.412176,9.7818499,8.297472,90.203552,24.397411,-61116.555,6.090342,63.012802,63.012802,93.901848,92.184647,92.579147,56.627129,9.6136713,7.1762929,18.765926,3.5899949,8.0871792,15.519815,27.316593,37.856289,60.219868,54.203636,2.61115,2.3047395,33.631275,12.858312,6.3065109,19.266485,3.3752532,90.27428514
sonbhadra,30.353655,7.9482503,17.426149,52.101475,127.30387,18.0144,-643073.4227,6.3918591,57.983387,81.655106,81.033745,1.723332,77.06171256,29.157581,5.7454309,41.313301,105.04256,16.769962,-48284.19656,6.7162919,0.80460358,75.241241,21.996933,27.30925,0.60653162,927.2168919,54.345856,1.1168004,5.9144607,29.249361,17.392181,6.5540752,-93924.398,1004.2786,2.2028193,22.261307,uttar pradesh,43.130474,29.395658,1.4025805,6.8001266,67.449677,1.996201,-670988.2498,17.0128,82.987198,6.2991948,72.777588,25.608477,1.6139343,38.524632,11.925467,75.991577,19.205864,22.599337,29.11013,1106.511732,30.353655,7.9482503,17.426149,71.183159,18.0144,-643073.44,6.3918591,57.983387,57.983387,100.0,81.655106,81.033745,66.022217,5.8342538,5.4749017,22.347881,3.4230485,9.5547161,26.891228,41.640465,50.142426,40.521545,41.250847,3.1708848,2.903604,43.703903,25.32737,15.149138,30.408747,3.8998394,77.06171256
etah,31.066183,8.6257248,13.714981,61.020714,155.83264,20.00779,-42109.59059,6.1983566,58.511162,81.515762,83.491531,1.7513025,66.39971626,28.798059,6.5891342,30.151457,127.43044,17.693346,-18052.7724,6.6578703,0.78100246,71.405319,18.39896,33.477947,0.54797018,864.1007652,48.037815,1.2033323,6.7344637,28.959911,18.850567,6.4281135,-19769.447,930.50049,2.0365906,28.402206,uttar pradesh,41.308998,28.254797,1.5079229,7.3106327,72.229309,2.6423097,-105440.9044,18.778658,81.221344,6.1904039,67.154747,30.119688,2.7255642,40.206764,18.22468,68.905258,19.852264,30.742914,32.92041,1070.738857,31.066183,8.6257248,13.714981,79.012543,20.00779,-42109.59,6.1983566,58.511162,58.511162,99.032814,81.515762,83.491531,72.154213,13.733048,10.042598,13.526779,4.5182829,7.0568361,17.539865,27.477911,35.264912,34.673569,35.348492,5.7402883,13.417287,36.21344,17.645737,6.6014304,19.022339,3.5548229,66.39971626
kanshiram nagar,31.638304,8.4817553,16.152916,51.282478,147.67027,25.244215,-69771.5128,6.3127189,67.883011,87.341187,79.296097,1.8417034,47.08062938,28.409435,5.2037878,41.917416,97.596458,23.622404,-32619.80264,6.4895778,0.81386995,68.642662,21.067429,24.666456,0.39650145,682.3311681,62.674728,1.445202,5.4153676,28.617846,24.43331,6.4011483,-35017.797,729.4118,3.2779675,50.073814,uttar pradesh,42.287659,28.396914,1.2512853,5.9723458,64.902496,2.6430285,-96586.68691,18.762527,81.237473,6.1104331,70.181854,27.11385,2.7043009,45.053528,15.932229,68.137688,20.788841,33.533512,36.770916,753.6630607,31.638304,8.4817553,16.152916,81.310814,25.244215,-69771.516,6.3127189,67.883011,67.883011,96.291176,87.341187,79.296097,79.724625,7.1172223,15.302046,13.43448,6.518033,6.6540956,16.406002,18.095129,26.323179,37.363758,23.442574,3.4716508,11.253103,32.491657,18.60487,8.3571501,18.513809,3.6254539,47.08062938
