district,m_pct_any_dv_4,f_pct_any_beat_4,gap_any_dv_4,avg_any_dv_4,m_mean_dv_count_4,f_mean_beat_count_4,gap_dv_count_4,m_pct_beat_goout_4,m_pct_beat_neglect_4,m_pct_beat_argue_4,m_pct_beat_refusesex_4,m_pct_beat_burnfood_4,m_pct_dv_unfaithful_4,m_pct_dv_disrespect_4,m_pct_father_beat_mother_4,m_pct_force_sex_right_4,m_pct_any_dv_4.1,m_mean_dv_count_4.1,f_pct_beat_goout_4,f_pct_beat_neglect_4,f_pct_beat_argue_4,f_pct_beat_refusesex_4,f_pct_beat_burnfood_4,f_pct_any_beat_4.1,f_mean_beat_count_4.1,f_n_dv_4,gap_father_beat_mother_4,female_pct_breastfeeding_4_x,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4_y,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5,StateCode,State,DistrictCode,in_labour_force,lfpr_percent
lawngtlai,55.008705,39.470978,15.537727,47.239841,1.4913467,0.61121273,0.88013399,10.204082,18.0,18.055555,8.7248325,3.2894738,27.210886,34.246574,12.666666,20.134228,54.901962,1.4705882,17.006802,21.710527,17.857143,6.0402684,6.0402684,38.709675,0.65161288,6.658638988,-1.1702051,15.02713,32.683632,9.2574902,5.4662199,63.001888,176.14673,19.015577,69082.53704,4.6358399,63.382019,87.295448,89.913841,1.7071242,14.25454998,29.764122,5.9677944,28.801271,133.63678,21.269079,-8783.226694,5.390831,0.63557518,60.124908,15.02713,57.16785,0.81537861,59.89874676,30.127598,0.89174563,6.6001754,30.325342,20.142328,5.0133352,6184.9741,74.153297,3.2896957,42.509949,mizoram,22.433861,30.758617,1.4848543,6.748673,78.39872,2.5629573,-198073.4455,18.877728,81.122276,4.8369756,62.316196,29.412333,8.2714672,64.861588,12.040137,62.957859,24.077457,40.650768,58.131512,61.53468613,32.683632,9.2574902,5.4662199,93.434021,19.015577,69082.539,4.6358399,63.382019,63.382019,100.0,87.295448,89.913841,74.340752,10.509746,19.55831,16.736837,9.0629377,4.0159597,25.906982,33.396866,44.39954,45.363392,35.262005,51.678509,8.029541,60.724724,36.323502,27.12929,11.768438,23.558153,14.25454998,15,Mizoram,7,0.3235294222831726,32.35294342041016
saiha,68.823792,31.874853,36.948936,50.349323,1.979553,0.49957901,1.479974,17.6,38.759689,24.799999,16.535433,10.769231,33.333336,42.307693,16.793894,13.076923,69.402985,2.0447762,14.09396,17.763157,11.578947,6.9306931,4.2904291,33.6478,0.51257861,2.644574013,5.5221052,15.267491,31.732996,9.2027149,4.5137563,63.921654,185.71931,50.337791,296243.2434,4.774857,59.024258,83.903267,93.801865,1.5945137,5.620329924,29.667267,8.5325689,4.9706511,181.09666,51.104706,48607.7864,5.7503195,0.68405217,56.816082,15.267491,71.931328,1.0062485,26.4900499,11.971939,0.58826518,8.6498661,30.028835,50.721249,5.2625885,91951.805,32.110378,0.67014599,4.6226501,mizoram,10.547523,31.012676,1.9302561,9.166481,97.004532,3.2464483,327011.0257,48.118484,51.881516,5.2040262,62.752407,29.991701,7.2558908,73.355743,7.1510887,62.605515,21.149019,40.833355,48.491859,26.6057201,31.732996,9.2027149,4.5137563,95.70433,50.337791,296243.25,4.774857,59.024258,59.024258,95.051994,83.903267,93.801865,65.522697,15.528715,36.123005,22.559137,15.281184,9.6503944,31.369261,39.181541,61.549358,41.020138,31.474396,54.177017,8.0693836,61.988884,34.335617,16.971298,16.756292,31.564575,5.620329924,15,Mizoram,8,0.3396226465702057,33.96226501464844
dhalai,18.271299,36.026951,-17.755651,27.149124,0.38479859,0.6931957,-0.30839711,6.9230771,3.846154,3.846154,3.1496062,2.3076923,2.3255813,4.6153846,4.7244096,3.846154,18.461538,0.35384616,8.1730766,18.181818,27.669903,9.1787443,2.8708134,33.971291,0.65550238,30.35781445,-21.529705,18.400717,35.530098,7.251008,8.3840828,62.08268,144.41016,16.403694,-804187.3302,4.4226656,76.57856,78.313118,93.677696,1.5688496,54.67257726,30.123695,5.914782,21.28721,129.48035,11.855653,-51135.63401,4.7059054,0.42465565,76.38131,18.400717,30.986223,0.67823052,199.4838606,47.326897,0.89061904,6.2022228,31.286688,14.129673,4.5642853,-213127.5,254.15643,1.336226,14.92981,tripura,39.112698,30.494053,1.4467239,6.1544986,79.885529,1.7857029,-725648.5854,13.444616,86.555389,4.2920551,78.140358,16.812304,5.0473351,39.20042,0.7727744,80.287712,26.100761,17.863819,42.76487,234.2951605,35.530098,7.251008,8.3840828,82.318062,16.403694,-804187.31,4.4226656,76.57856,76.57856,100.0,78.313118,93.677696,87.905457,7.6941738,3.9737985,4.142168,3.9525759,2.8470435,2.8470435,5.1492562,12.672861,56.91721,20.827219,6.3693361,19.194885,64.15818,49.70718,22.466791,4.287539,24.294434,54.67257726,16,Tripura,3,0.2959183752536773,29.59183692932129
south garo hills,24.7129,54.406082,-29.693182,39.55949,0.37337592,1.3745801,-1.0012043,6.363636,4.5045042,4.4642859,2.8571429,3.846154,0.99009901,6.0,1.7241379,22.340425,26.428572,0.38571429,30.813953,35.465115,43.023254,16.763006,26.011559,56.0,1.4971429,8.598907996,-38.620865,18.4645,32.194763,8.5984879,10.927447,70.799515,168.82317,8.6972036,-416843.1835,4.3607078,69.123886,94.732597,87.605171,1.5893873,13.98116092,28.840143,8.3362255,11.463376,167.68774,7.6479378,15575.38591,5.4848289,0.47436547,61.377853,18.4645,83.876892,1.1613288,84.54100113,10.855705,0.42805851,8.3734426,29.316193,8.1725712,4.9227686,-45788.609,98.522163,0.26226234,1.1354218,meghalaya,22.823837,29.706245,1.7277387,7.8092923,90.661545,2.0399594,-473565.0178,8.6722183,91.327782,4.4742107,67.787231,29.303789,2.9089801,71.90876,17.668961,80.431183,34.628139,19.086699,61.889988,71.81231593,32.194763,8.5984879,10.927447,89.422554,8.6972036,-416843.19,4.3607078,69.123886,69.123886,100.0,94.732597,87.605171,73.991325,5.306076,3.748158,3.6109734,2.0468686,2.9537318,0.77586544,4.9487162,11.806523,17.734163,17.561781,22.177013,33.156784,38.55674,30.365711,25.767538,1.4689624,9.4348059,13.98116092,17,Meghalaya,3,0.3333333432674408,33.333335876464844
ribhoi,43.530823,49.498428,-5.9676056,46.514626,0.85958147,0.97037274,-0.11079127,8.5714293,14.705883,6.4285717,6.3829789,2.0833335,14.925373,13.432837,6.7669177,21.527777,46.896553,0.90344828,17.948719,44.720497,22.151899,9.2105265,12.962963,50.2994,1.0179641,13.550227,-18.629787,22.608644,32.029724,5.4428596,24.454031,42.273746,132.30872,7.4903021,-531278.5138,5.3179212,67.591354,82.116272,65.34082,1.4530156,33.08202945,28.345367,5.2649145,20.581514,131.14288,7.6347022,-34784.98879,6.2305717,0.8935461,60.011108,22.608644,55.246361,0.66996217,125.1226781,26.869911,0.7830534,5.3021245,29.115799,7.5625019,5.7742462,-138606.25,158.20471,0.17794514,1.1658325,meghalaya,20.120098,29.126247,1.5663884,6.703877,87.678726,2.0770831,-495589.2781,11.012226,88.98777,5.7387366,58.558689,32.412914,9.0283976,61.996174,16.915155,62.796383,19.522085,40.401855,86.163399,163.4413856,32.029724,5.4428596,24.454031,82.392845,7.4903021,-531278.5,5.3179212,67.591354,67.591354,98.23719,82.116272,65.34082,90.233871,8.9819822,15.175179,6.3881388,5.6540484,1.6910238,14.40583,11.194437,31.176386,30.582243,26.457993,33.375488,20.201864,50.989937,49.99506,17.665264,6.7246752,42.180908,33.08202945,17,Meghalaya,5,0.3636363744735718,36.3636360168457
east khasi hills,31.816118,18.708551,13.107567,25.262335,0.57159275,0.43353808,0.13805467,7.0175438,13.636364,4.5045042,0.89285719,0.0,3.7383177,12.844036,4.2372885,13.636364,31.147539,0.54918033,9.090909,15.680474,10.682492,4.5454545,3.1976745,17.191978,0.41833812,47.387781,-6.0252485,16.675135,30.777319,7.2311378,18.899128,40.319389,150.65338,41.552303,16902.83348,5.7042451,50.126625,85.406425,71.028328,1.3411207,98.04478693,29.35498,8.5741816,7.5965762,176.4879,52.607082,25430.24855,5.7142162,0.67593831,52.379089,16.675135,72.996506,0.98884887,473.8612895,12.40992,0.35227185,8.3439369,29.59882,47.079693,5.7092304,23968.35,571.90607,-1.3430438,-25.834518,meghalaya,17.490974,29.981697,1.8897586,8.8373432,91.638855,2.8006647,27697.43804,46.661678,53.338318,5.4396644,56.075596,34.366356,9.5580473,67.915451,13.034062,55.64109,17.679117,47.407242,90.820236,524.2076164,30.777319,7.2311378,18.899128,85.944138,41.552303,16902.834,5.7042451,50.126625,50.126625,100.0,85.406425,71.028328,76.774124,6.5901084,11.979255,4.0231218,0.9519946,0.0,3.2524176,12.039404,22.082441,12.941291,10.512239,38.114174,22.466885,47.351326,30.89889,14.141119,3.2964106,38.618538,98.04478693,17,Meghalaya,6,0.334486722946167,33.448673248291016
kokrajhar,69.57235,22.840496,46.731853,46.206421,2.0962586,0.62494689,1.4713118,25.0,23.611111,27.083334,18.75,18.055555,32.167831,23.076923,22.535212,17.361111,69.444443,2.0694444,11.258278,15.231789,15.89404,12.0,11.842106,24.836601,0.65359479,50.06162968,10.669666,21.208036,33.814919,8.243125,13.152938,64.181259,154.58163,8.9682894,-336126.1069,4.9918022,72.203789,92.595879,85.526466,1.940022,109.7167744,30.211891,5.8856359,28.26652,121.88316,6.504292,-51596.65559,5.140306,0.53844476,74.790314,21.208036,44.079956,0.44977739,450.179592,48.515923,1.4902446,6.3476071,30.917936,7.7362909,5.0660543,-107352.78,559.89636,2.3574891,32.698471,assam,37.187157,30.632643,1.5066612,6.8622117,79.814972,2.0982633,-470935.4378,5.9338784,94.066116,4.9267979,75.176384,19.628685,5.1949339,55.408722,29.341909,84.133553,30.871117,15.09123,61.051327,543.5657043,33.814919,8.243125,13.152938,84.214767,8.9682894,-336126.09,4.9918022,72.203789,72.203789,99.091713,92.595879,85.526466,83.493553,24.671204,23.56168,26.87221,19.095955,17.90876,31.460255,24.45026,57.960152,44.428604,37.298374,9.8290291,6.3337216,39.454895,44.439255,35.741741,22.994043,2.8886614,109.7167744,18,Assam,1,0.0421686731278896,4.216867446899414
goalpara,46.853725,21.565632,25.288094,34.209679,1.0020578,0.42445815,0.57759964,10.429448,11.656442,14.11043,2.4539876,2.4539876,21.472393,19.135803,14.723927,5.5214725,46.951218,1.0121951,9.4444447,12.048193,18.60465,1.6949153,8.3798885,24.456522,0.47282609,66.37823203,9.4582615,24.315908,32.24453,6.6058416,23.23498,53.85405,122.45339,16.752562,-541142.8656,4.7717733,71.504616,91.380981,69.648285,1.5208863,117.0375258,29.838736,6.1355362,24.797146,131.00108,15.74294,-38315.72929,5.7675815,0.71309638,78.723129,24.315908,41.426857,0.54869449,522.8032845,49.954124,0.97219181,6.2215629,30.278795,16.247751,5.2696772,-130291.17,639.84082,0.47030544,-8.5476913,assam,44.07629,30.235296,1.4939009,6.6312609,80.01297,1.9857033,-551549.7205,13.630772,86.369232,5.0090132,73.460266,22.361902,4.1778283,47.304691,6.0410333,82.091179,31.668396,16.907944,46.566624,597.4112813,32.24453,6.6058416,23.23498,68.2789,16.752562,-541142.88,4.7717733,71.504616,71.504616,100.0,91.380981,69.648285,77.61602,9.9912968,11.506922,13.666002,2.4161215,2.4073424,21.119875,19.189754,33.998642,67.88781,49.59338,6.1699128,8.7343054,40.560104,23.109064,18.559116,14.381512,11.161634,117.0375258,18,Assam,3,0.1099476441740989,10.99476432800293
barpeta,43.505848,50.270416,-6.7645683,46.88813,1.2863326,1.2521546,0.034178019,20.0,24.050634,22.784809,15.822784,12.025317,10.126582,12.578617,13.548388,3.164557,44.025154,1.327044,26.506025,42.331287,47.204967,9.3167696,14.11043,53.571426,1.3511904,101.7136096,-10.053107,23.685629,32.315262,7.3917532,17.321329,56.441814,134.11063,12.879305,-515976.4894,4.7230916,65.504837,87.330231,85.51815,1.7437216,222.2206836,29.837767,6.1025128,29.632538,127.31469,9.9961309,-47187.74994,5.6231694,0.63973641,77.967522,23.685629,44.480179,0.46222284,867.5986072,42.850052,1.2814988,6.3653965,30.342943,11.437717,5.1731305,-142776.58,1089.8193,1.2892404,6.7959366,assam,36.898365,30.220381,1.542289,7.1157603,78.735062,2.0158205,-539584.9585,10.286944,89.713058,5.2041988,75.038406,20.610821,4.3507771,50.431866,17.274364,83.713814,27.43536,12.950079,48.03791,1056.700057,32.315262,7.3917532,17.321329,78.361473,12.879305,-515976.5,4.7230916,65.504837,65.504837,100.0,87.330231,85.51815,80.845802,18.48591,22.863472,21.584095,14.731453,11.476419,10.136766,12.532009,36.02301,53.798706,38.308193,14.21829,13.83459,47.736843,9.3388872,6.4596453,13.822615,3.190345,222.2206836,18,Assam,4,0.0730769261717796,7.307692527770996
morigaon,74.310455,28.411821,45.898636,51.361137,2.0890808,0.54699284,1.542088,29.629629,31.851852,31.111113,12.592593,10.294118,31.617647,40.441177,21.64179,4.4117646,75.735298,2.125,14.285715,20.44199,18.784531,6.7796612,9.89011,33.87978,0.6939891,59.37850383,2.567812,26.391924,33.203495,6.8708501,21.86887,48.17889,130.51526,5.5312514,-593531.881,4.5610051,67.655045,84.342659,72.004166,1.8298197,109.6784029,29.53105,6.545373,20.692005,139.68494,8.8070278,-45832.85133,5.5154786,0.6557259,74.34021,26.391924,41.042603,0.53174579,514.7975564,43.300056,1.2980739,6.6025372,30.176052,7.1691399,5.0382419,-142026.72,624.47595,0.32547712,-9.1696777,assam,31.595535,30.104465,1.5657142,7.0066724,83.913712,1.9533991,-574066.9014,9.1523056,90.847694,5.0305681,78.023499,17.077871,4.8986287,52.747124,23.613043,84.403793,33.603817,13.945987,66.042557,573.6540267,33.203495,6.8708501,21.86887,74.348358,5.5312514,-593531.88,4.5610051,67.655045,67.655045,100.0,84.342659,72.004166,82.785965,29.381523,31.057983,30.496756,12.800312,10.338316,30.761921,38.418839,67.003838,60.498093,58.20467,7.3504577,16.025812,51.766129,13.874199,9.7120552,21.215515,3.0734766,109.6784029,18,Assam,5,0.1319444477558136,13.19444465637207
lakhimpur,55.866295,19.974072,35.892223,37.920181,1.0242867,0.58181471,0.44247204,5.7142859,3.5714288,10.714286,2.1428573,1.4285715,21.428572,25.714287,12.949639,19.285715,56.42857,1.0285715,11.976048,16.071428,15.976331,9.8159504,9.9415207,21.511627,0.62209302,71.27222577,8.9883127,19.26548,31.823177,9.1188498,5.7211361,67.937416,163.66371,10.636833,-432621.4432,4.5337811,62.151443,92.901352,78.678329,1.8517852,121.0577365,30.569025,8.1022482,15.936488,154.99788,12.609841,-33419.72431,5.2834759,0.55983388,73.775223,19.26548,50.6077,0.5933972,571.6989441,42.293652,1.258388,8.2798967,30.788185,11.623337,4.9086285,-103179.37,692.75665,1.0166016,8.6658325,assam,31.358006,30.803137,1.724214,8.2253609,87.511597,2.0828173,-459461.6986,9.3776236,90.622375,4.7372322,75.371811,21.333643,3.2945454,61.543346,35.402576,85.281677,30.479301,13.688569,63.064808,544.6448421,31.823177,9.1188498,5.7211361,88.670364,10.636833,-432621.44,4.5337811,62.151443,62.151443,100.0,92.901352,78.678329,66.210922,5.582603,3.5967259,10.79038,2.0397193,1.3105565,21.587852,25.864851,30.729681,70.239143,71.587738,6.0153427,0.78561109,40.164337,39.724697,34.063591,13.25513,18.61517,121.0577365,18,Assam,8,0.0491071417927742,4.910714149475098
dhemaji,41.941677,33.79995,8.1417274,37.870811,1.0717361,0.73737717,0.33435893,8.8435373,13.605443,8.8435373,2.7210884,2.0408163,14.965985,23.809525,22.535212,14.482759,42.56757,1.1013514,14.880952,25.443787,16.666668,4.8192768,6.5476193,31.176472,0.67647058,39.40593909,5.4298134,26.133228,33.11356,8.4912968,13.330296,53.538345,161.57774,7.0311761,-618484.6102,5.0389509,68.241676,90.40226,67.030266,1.7385412,85.28971136,29.540865,7.390676,21.4813,143.81181,7.7805014,-58665.63274,5.4537601,0.65324056,78.152214,26.133228,40.355709,0.49808925,368.8063219,50.046551,1.2404521,7.5973978,30.211899,7.405839,5.2463555,-163812.55,454.09604,1.1006207,17.76593,assam,35.622826,29.978361,1.6724973,8.0556993,83.309883,1.8235222,-689009.4331,7.2535529,92.746445,4.9361415,78.76825,18.729042,2.5027041,54.779434,19.453802,84.739563,29.283918,13.377905,50.926857,378.3180322,33.11356,8.4912968,13.330296,82.842072,7.0311761,-618484.63,5.0389509,68.241676,68.241676,100.0,90.40226,67.030266,75.249161,8.4191551,12.845538,8.5201416,2.7656806,2.0842948,14.626085,22.897644,25.619083,66.427979,65.697647,8.242135,12.42586,51.087196,57.916538,48.198021,20.757225,3.8428552,85.28971136,18,Assam,9,0.0459770113229751,4.597701072692871
tinsukia,41.187252,34.774113,6.4131393,37.980682,0.63772541,0.77906299,-0.14133757,3.3112581,4.5751634,7.2368422,1.9736841,1.3071896,11.764706,9.2715235,12.949639,21.192053,42.483662,0.71895427,11.764706,27.659575,21.808512,6.5934072,14.285715,35.602097,0.8062827,98.48935202,-15.255803,16.976028,32.043354,7.7123995,13.378241,50.518745,168.07977,24.994297,-245328.999,4.8259764,63.10014,79.378815,70.714272,1.3250339,174.8244339,29.618444,5.463016,33.048405,112.82228,21.321156,-24444.24667,5.4148335,0.52153802,65.172729,16.976028,34.977829,0.72295851,798.9294026,44.400986,0.6020754,5.8668628,30.053804,23.157726,5.1204052,-64101.141,973.75385,2.2493834,55.257492,assam,26.129086,30.255016,1.4378461,6.5190177,75.911537,2.3139329,-329088.2928,20.992105,79.007896,4.9490008,68.41832,27.051252,4.5304308,53.249729,22.557915,77.718315,32.322529,22.10885,54.61322,789.3269171,32.043354,7.7123995,13.378241,78.998169,24.994297,-245329.0,4.8259764,63.10014,63.10014,98.553116,79.378815,70.714272,77.820488,2.3961346,3.448658,5.5227013,1.6907843,0.87661773,9.9366875,6.9715796,14.081703,52.81599,47.892281,10.22589,1.995141,48.126366,51.968868,35.514397,10.823873,39.600468,174.8244339,18,Assam,10,0.374172180891037,37.41721725463867
dibrugarh,46.769688,22.274179,24.495508,34.521935,1.1807808,0.39342445,0.78735632,6.2111802,13.664596,11.180124,3.7267082,6.8322978,21.73913,26.708075,12.337663,14.285715,44.720497,1.1614907,7.878788,17.575758,8.9820366,2.4539876,4.7619047,21.301775,0.40828404,88.5343034,-6.4548368,16.585073,34.349438,7.8125286,14.264578,55.609226,163.97966,16.535227,-211327.727,4.9280515,63.330238,87.12648,88.251572,1.6038117,193.037536,30.094625,6.6815138,23.275749,138.07628,19.560886,-20604.77103,5.3205237,0.47582558,70.086113,16.585073,41.829937,0.73682529,799.3430534,45.296543,0.86698645,6.9015183,30.92227,18.048058,5.1242876,-57704.137,992.38062,1.1310148,25.903381,assam,29.38839,30.79421,1.5832121,7.3752451,80.390152,2.4550481,-230597.3447,19.652313,80.347687,4.9111505,69.191704,24.966747,5.8415518,57.738091,19.333986,78.643867,36.591007,22.873238,54.390335,890.8852487,34.349438,7.8125286,14.264578,87.625984,16.535227,-211327.73,4.9280515,63.330238,63.330238,98.216179,87.12648,88.251572,82.368164,6.3346453,13.082881,11.38502,3.2863834,6.3941436,22.98171,28.327879,36.204823,58.210693,53.257706,8.3829918,3.6906111,57.047112,55.220921,46.666615,11.710054,24.166138,193.037536,18,Assam,11,0.321192055940628,32.11920547485352
golaghat,54.921753,4.7691698,50.152584,29.845461,1.0518876,0.088662252,0.96322536,7.7519379,14.728682,18.60465,7.7519379,0.0,17.829456,17.054264,7.8740158,14.84375,54.263569,1.0620155,2.7777779,6.1452518,5.0279331,3.3333335,1.6666667,7.7777781,0.18888889,72.65557796,-0.79036951,16.993765,32.677483,7.5547304,13.634035,61.239647,137.65825,9.9207182,-558415.5095,4.35115,64.742683,77.572792,69.140083,1.4964979,129.7297263,30.343349,7.3949685,16.420135,146.43872,12.127081,-21141.66723,4.8741775,0.43256199,71.433754,16.993765,45.33968,0.7389707,651.2135783,32.233112,0.75752717,7.4215078,30.731094,11.023899,4.6126637,-110393.2,780.9433,0.15976191,-8.7804718,assam,24.796871,31.029894,1.5478489,7.1018291,79.842178,1.9997475,-526940.0535,6.8004584,93.199539,4.5666842,74.664459,20.012737,5.3228049,52.775921,23.086414,81.152733,30.938175,19.095051,55.784805,644.2183552,32.677483,7.5547304,13.634035,73.713776,9.9207182,-558415.5,4.35115,64.742683,64.742683,97.632721,77.572792,69.140083,68.379173,7.3838801,14.27169,17.845221,7.2765627,0.0,17.585152,16.97822,34.739544,46.294117,44.986561,5.4717398,0.73790103,38.033623,35.257278,26.029795,7.4611664,26.662809,129.7297263,18,Assam,14,0.1756756752729416,17.567567825317383
dima hasao,47.257557,36.937393,10.320164,42.097473,0.81217724,0.79033166,0.021845579,7.4324327,8.7248325,14.7651,0.0,1.3422819,9.3959732,12.080537,14.383562,12.751678,46.308727,0.80536914,17.266188,28.260868,21.582733,12.408759,6.2937064,38.46154,0.8321678,10.58946701,-4.2505903,21.794531,33.990025,8.8466635,9.157053,70.837868,159.31828,31.57737,-422951.7644,4.5302744,65.619568,84.776787,84.731079,1.9195995,26.20937069,30.202917,6.8175969,23.070749,138.46326,35.006157,-26953.43038,5.3411951,0.67099321,67.856171,21.794531,54.676235,0.62827533,100.52124,30.100552,1.2913241,7.2372317,30.986135,33.291763,4.9357347,-108850.51,126.73061,2.0290666,20.855026,assam,18.95771,31.127758,1.8285087,8.574028,91.512512,2.2832048,-353853.4829,33.772949,66.227051,4.8079104,67.296188,29.772579,2.9312336,65.819077,17.392338,82.72084,36.859039,16.811316,64.691544,122.8223115,33.990025,8.8466635,9.157053,85.46299,31.57737,-422951.75,4.5302744,65.619568,65.619568,100.0,84.776787,84.731079,67.940369,7.3335299,8.4638166,15.199826,0.0,1.298009,9.4343204,12.747743,25.628838,45.894249,46.162079,14.490439,5.1411653,35.474022,58.165611,47.872753,13.280925,10.777751,26.20937069,18,Assam,16,0.2142857164144516,21.428571701049805
cachar,70.287514,68.420258,1.8672562,69.353882,1.7629428,2.7339871,-0.9710443,14.583333,13.475177,16.428572,20.714287,9.8591547,13.571429,47.482014,25.373135,34.848484,70.394737,1.7828947,48.466255,59.146339,60.000004,43.902439,47.560974,67.878792,2.5757575,116.8482727,6.9709816,17.466961,31.374523,8.3448105,10.244326,66.553741,157.55989,18.083399,-414461.8033,4.6983004,55.736954,89.757362,81.896278,1.5864871,245.0691605,30.437578,6.8905239,19.806215,143.98253,17.455208,-24226.14892,5.3549237,0.5609349,65.558556,17.466961,45.241619,0.62335235,1023.250143,44.515743,0.96313471,7.1715264,30.618618,17.769302,5.0266123,-99628.867,1268.3193,1.4542866,13.577362,assam,32.728901,29.931881,1.55102,6.9961009,83.890198,1.9774063,-617857.7116,17.137558,82.862442,5.0862813,72.923256,23.43535,3.6413927,57.028461,34.801495,78.764053,30.810707,20.056614,32.914478,1159.356876,31.374523,8.3448105,10.244326,86.643944,18.083399,-414461.81,4.6983004,55.736954,55.736954,98.893623,89.757362,81.896278,70.539024,13.753088,12.837407,15.423803,18.718946,8.977603,12.587488,43.20974,63.279999,63.561089,36.059006,4.5086632,3.0984492,47.923641,10.401934,6.5825725,21.492315,5.6446443,245.0691605,18,Assam,17,0.0570652186870574,5.706521987915039
karimganj,67.681465,57.716934,9.9645309,62.6992,1.580898,2.3163993,-0.73550129,9.4339628,26.582279,10.126582,12.025317,5.0632911,10.759494,42.580647,18.064516,29.113924,67.5,1.60625,44.134079,53.038673,48.58757,40.462429,47.159092,62.637363,2.2747252,78.12148649,9.6592245,20.845867,33.840115,7.3365006,8.6955986,60.144806,135.11699,9.9996033,-563178.141,5.5160894,61.68856,93.372192,86.725945,1.769471,174.2405788,29.451813,6.6924,17.008623,147.60629,9.2234383,-33135.62399,5.826694,0.71516126,67.174927,20.845867,30.825148,0.44699997,714.5890729,62.547043,1.3224711,6.8186655,30.312067,9.6115208,5.6713915,-137041.83,888.82965,0.64410067,-12.489304,assam,35.100098,29.765537,1.5522108,6.8364143,85.439026,1.8531505,-662046.141,6.9954982,93.004501,5.5811405,70.455673,24.993633,4.5506878,58.272095,38.136913,77.417526,23.739632,21.616545,42.859097,797.695524,33.840115,7.3365006,8.6955986,84.928665,9.9996033,-563178.13,5.5160894,61.68856,61.68856,97.50618,93.372192,86.725945,83.532753,8.7949533,25.960571,9.5979948,11.982255,5.0434618,10.683556,40.299625,63.652592,50.955166,33.096363,8.6563196,4.4166198,29.464228,4.1862617,3.5894852,16.648771,1.9873781,174.2405788,18,Assam,18,0.0562499985098838,5.625
hailakandi,75.82415,58.406483,17.417667,67.115318,1.8546393,2.1315272,-0.27688789,4.0983605,9.9173555,5.7851238,17.647058,9.0163927,15.70248,50.0,35.658913,47.008549,73.846153,1.823077,40.229885,47.457626,37.931034,36.746986,37.724552,54.237289,1.9435028,44.22033526,33.625828,21.043972,34.917606,7.6010356,9.8151588,59.025635,147.76077,7.0174294,-675558.602,5.8075113,75.654907,87.273643,68.693832,1.6257598,94.65800148,29.379831,6.5660634,20.101583,138.82199,8.5622358,-53816.65845,5.6222687,0.60488105,64.857841,21.043972,35.797707,0.37976572,392.1531791,51.475937,1.2459941,6.7673087,30.456623,7.7898326,5.71489,-174711.27,486.81119,1.0349722,8.9387817,assam,47.238213,30.066938,1.582962,7.1398973,84.173737,1.8120604,-677854.1197,7.3393793,92.660614,5.3803692,72.038979,22.590057,5.3709636,40.035431,27.716545,75.84951,26.648321,23.531584,25.584454,455.6929913,34.917606,7.6010356,9.8151588,89.440941,7.0174294,-675558.63,5.8075113,75.654907,75.654907,98.941872,87.273643,68.693832,85.995071,3.3289928,10.3772,5.8195748,17.913136,8.8426847,13.916811,45.413727,69.927094,48.317024,37.313377,2.427985,4.2793593,53.612881,8.5764999,6.3161349,35.285736,4.7479959,94.65800148,18,Assam,19,0.0258620698004961,2.5862069129943848
